ISIN,Description,Ccy,Price,Issuer,Industry Sector,Maturity,Coupon,Rating,PD 1YR,Outstanding Amount,Callable,Next Call Date,Seniority,Coupon Frequency,Coupon Type,First Coupon Date,Penultimate Coupon Date,Issue date,Bid Price,Ask Price,Años a maturity,Bid-Ask Spread,Precio_modelo_limpio,Cupon_corrido,Precio_modelo_sucio,Diferencia,Spread_implicito_bps,YTM,Modified_Duration,Convexity
DE000A1UDWN5,SIEGR 2 ⅞ 03/10/28,EUR,101.861,SIEMENS FINANCIERINGSMAT,Industrial,2028-03-10,2.875,AA-,0.006816219,1000000000,N,,Sr Unsecured,1,FIXED,10/03/2014,10/03/2027,12/03/2013,101.698,102.024,2.439425051334702,0.3260000000000076,102.07700095162902,1.6147260273972603,103.69172697902627,0.21600095162901312,8.839947232053184,0.019176496720809264,1.9351960492479028,5.669690746845912
DE000A1HG1K6,ALVGR 3 03/13/28,EUR,101.741,ALLIANZ FINANCE II B.V.,Financial,2028-03-13,3.0,AA,4.75964e-06,750000000,N,,Sr Unsecured,1,FIXED,13/03/2014,13/03/2027,13/03/2013,101.623,101.859,2.4476386036960984,0.23599999999999,102.37768540019007,1.6602739726027396,104.03795937279281,0.6366854001900748,25.96943879717684,0.021019585248636487,1.9305412237554422,5.644689577311866
XS0908570459,VW 3.3 03/22/33,EUR,97.76498,VOLKSWAGEN INTL FIN NV,"Consumer, Cyclical",2033-03-22,3.3,BBB+,0.042120067,850000000,N,,Sr Unsecured,1,FIXED,22/03/2014,22/03/2032,22/03/2013,97.397,98.133,7.471594798083505,0.73599999999999,105.77362835177297,1.7449315068493154,107.51855985862228,8.008648351772976,116.58628672570076,0.03667817824199273,6.130310991381167,45.7545581075001
BE0002432079,ELIATB 3 ¼ 04/04/28,EUR,101.813,ELIA TRANSMISSION BE,Utilities,2028-04-04,3.25,NR,0.008230541,550000000,N,,Sr Unsecured,1,FIXED,04/04/2014,04/04/2027,04/04/2013,101.694,101.932,2.507871321013005,0.23799999999999955,103.02830985210852,1.6027397260273972,104.63104957813592,1.2153098521085184,48.33011862032433,0.023119435982359982,1.924311071031354,5.612676383682971
XS0922885362,MSFT 2 ⅝ 05/02/33,EUR,98.929,MICROSOFT CORP,Technology,2033-05-02,2.625,AAA,5.81061e-09,550000000,Y,2033-02-02,Sr Unsecured,1,FIXED,02/05/2014,02/05/2032,02/05/2013,98.612,99.245,7.340177960301164,0.6330000000000098,101.23010503826502,1.7332191780821917,102.96332421634722,2.301105038265021,33.939522018522084,0.027955803843616105,6.305570880768542,47.79477440190224
XS0934539726,RBOSGR 2 ⅝ 05/24/28,EUR,100.207,ROBERT BOSCH INVESTMENT,"Consumer, Cyclical",2028-05-24,2.625,A,0.022641193,750000000,N,,Sr Unsecured,1,FIXED,24/05/2014,24/05/2027,24/05/2013,100.065,100.349,2.64476386036961,0.284000000000006,101.57097185387526,0.934931506849315,102.50590336072457,1.3639718538752703,52.10834928910488,0.025175752682173088,1.925960034466493,5.6116769452733335
XS0935427970,JPM 2 ⅞ 05/24/28,EUR,100.9487,JPMORGAN CHASE & CO,Financial,2028-05-24,2.875,A+,0.0001373,1000000000,N,,Sr Unsecured,1,FIXED,24/05/2014,24/05/2027,24/05/2013,100.837,101.061,2.64476386036961,0.22400000000000375,102.20832194575354,1.023972602739726,103.23229454849327,1.259621945753537,47.87967836378381,0.023836233401943602,1.9262682551577972,5.6177300851718135
XS0968972199,TELIAS 3 ½ 09/05/33,EUR,101.148,TELIA COMPANY AB,Communications,2033-09-05,3.5,BBB+,1.15493e-05,506000000,N,,Sr Unsecured,1,FIXED,05/09/2014,05/09/2032,05/09/2013,100.852,101.445,7.928815879534565,0.5929999999999893,107.32283671863497,0.24931506849315072,107.57215178712812,6.174836718634978,83.70989810476168,0.03313555116232649,6.129943485314599,45.84507881830179
BE0002466416,ELIATB 3 04/07/29,EUR,100.778,ELIA TRANSMISSION BE,Utilities,2029-04-07,3.0,NR,0.008230541,350000000,N,,Sr Unsecured,1,FIXED,07/04/2015,07/04/2028,07/04/2014,100.62,100.937,3.515400410677618,0.31699999999999307,102.92417233163238,1.4547945205479453,104.37896685218033,2.1461723316323713,62.05503596573626,0.027263989673330425,2.836499785303229,10.936487272493093
XS1028954870,ITW 3 05/19/34,EUR,97.62833,ILLINOIS TOOL WORKS INC,Industrial,2034-05-19,3.0,A+,1.13905e-06,500000000,Y,2034-02-19,Sr Unsecured,1,FIXED,19/05/2015,19/05/2033,20/05/2014,97.399,97.858,8.386036960985626,0.4590000000000032,103.69966885164929,1.841095890410959,105.54076474206025,6.071338851649287,79.9940593211747,0.033427620514234174,6.98565054395099,58.714708117561784
XS1075995768,MCD 2 ⅝ 06/11/29,EUR,99.646,MCDONALD'S CORP,"Consumer, Cyclical",2029-06-11,2.625,BBB+,4.53177e-07,400000000,N,,Sr Unsecured,1,FIXED,11/06/2015,11/06/2028,11/06/2014,99.486,99.806,3.693360711841205,0.3199999999999932,101.65042774014589,0.8054794520547945,102.45590719220068,2.0044277401458857,55.7325415910944,0.027495475943016323,2.84553186862125,10.98170667778676
XS1076018305,T 3 ⅜ 03/15/34,EUR,98.73593,AT&T INC,Communications,2034-03-15,3.375,BBB,0.000147481,500000000,Y,2033-12-15,Sr Unsecured,1,FIXED,15/03/2015,15/03/2033,11/06/2014,98.473,98.999,8.205338809034908,0.5259999999999962,106.48882375262501,2.681506849315068,109.17033060194008,7.752893752625013,103.32588895504226,0.03559348430280255,6.891383164494101,57.55867469335827
XS1028941117,MRK 1 ⅞ 10/15/26,EUR,99.68211,MERCK & CO INC,"Consumer, Non-cyclical",2026-10-15,1.875,A+,1.37989e-05,1000000000,Y,2026-07-15,Sr Unsecured,1,FIXED,15/10/2015,15/10/2025,15/10/2014,99.605,99.759,0.785763175906913,0.15399999999999636,99.9522966598089,0.40068493150684936,100.35298159131574,0.2701866598088998,34.28703145543574,0.03329239649824183,7.089753117759708,59.91851585783465
XS1028941893,MRK 2 ½ 10/15/34,EUR,94.259,MERCK & CO INC,"Consumer, Non-cyclical",2034-10-15,2.5,A+,1.37989e-05,500000000,Y,2034-07-15,Sr Unsecured,1,FIXED,15/10/2015,15/10/2033,15/10/2014,93.991,94.528,8.785763175906913,0.5370000000000061,99.74489310370971,0.5342465753424658,100.27913967905218,5.485893103709714,70.88262806422934,0.02859151383985614,3.7260391691479766,17.85104997714044
XS1120892507,TELEFO 2.932 10/17/29,EUR,100.2717,TELEFONICA EMISIONES SAU,Communications,2029-10-17,2.932,BBB-,0.021357445,800000000,N,,Sr Unsecured,1,FIXED,17/10/2015,17/10/2028,17/10/2014,100.086,100.458,4.043805612594114,0.3719999999999999,102.80818570942124,2.8034739726027396,105.61165968202398,2.5364857094212425,64.45187777062073,0.022991514077772564,0.9775252152521525,1.911111092907534
XS1134729794,NOVNVX 1 ⅝ 11/09/26,EUR,99.341,NOVARTIS FINANCE SA,"Consumer, Non-cyclical",2026-11-09,1.625,AA-,1.31566e-06,600000000,N,,Sr Unsecured,1,FIXED,09/11/2015,09/11/2025,07/11/2014,99.247,99.434,1.106091718001369,0.1869999999999976,99.67794752348308,1.4513698630136986,101.12931738649678,0.3369475234830901,30.59627103171235,0.022744427112162256,0.9777613776137762,1.9120346231063794
XS1135337498,AAPL 1 ⅝ 11/10/26,EUR,99.365,APPLE INC,Technology,2026-11-10,1.625,AA+,1.07934e-06,1400000000,N,,Sr Unsecured,1,FIXED,10/11/2015,10/11/2025,10/11/2014,99.29,99.441,1.108829568788501,0.15099999999999625,99.67713047813577,1.446917808219178,101.12404828635495,0.3121304781357708,28.269716705870344,0.024362674848111852,0.9762167487684729,1.9059982811521747
XS1136406342,MMM 1 ½ 11/09/26,EUR,99.086,3M COMPANY,Industrial,2026-11-09,1.5,BBB+,1.50941e-05,750000000,N,,Sr Unsecured,1,FIXED,09/11/2015,09/11/2025,12/11/2014,99.035,99.137,1.106091718001369,0.10200000000000387,99.54245638468191,1.3397260273972602,100.88218241207917,0.4564563846819141,41.52924786681733,0.02275697083006645,0.9777493857493857,1.9119877226666022
DE000A13SL34,SAPGR 1 ¾ 02/22/27,EUR,99.486,SAP SE,Technology,2027-02-22,1.75,A+,3.31915e-07,1000000000,Y,2026-11-22,Sr Unsecured,1,FIXED,22/02/2015,22/02/2026,20/11/2014,99.284,99.687,1.1416837782340863,0.4029999999999916,99.80712090608127,1.5006849315068496,101.30780583758812,0.3211209060812621,28.214935999603863,0.02743582894341844,3.7396824235657524,17.95232736337138
XS1143502901,CMCSA 2 ¾ 11/27/29,EUR,100.024,SKY LTD,Communications,2029-11-27,2.75,A-,0.000379551,400000000,N,,Sr Unsecured,1,FIXED,27/11/2015,27/11/2028,27/11/2014,99.804,100.243,4.15605749486653,0.43899999999999295,102.12052740729919,2.3205479452054796,104.44107535250467,2.0965274072991917,52.003274988687636,0.03206109606682676,5.447454235367022,36.13698962018018
XS1146286205,VZ 2 ⅝ 12/01/31,EUR,96.87341,VERIZON COMMUNICATIONS,Communications,2031-12-01,2.625,BBB+,0.000164108,1000000000,N,,Sr Unsecured,1,FIXED,01/12/2015,01/12/2030,01/12/2014,96.63,97.116,6.165639972621492,0.4860000000000042,101.51178480011356,2.186301369863014,103.69808616997658,4.638374800113553,81.00129846953384,0.0301467373473329,2.838558321849957,10.927102915187584
XS1144088165,T 2.6 12/17/29,EUR,98.82738,AT&T INC,Communications,2029-12-17,2.6,BBB,0.000147481,800000000,Y,2029-09-17,Sr Unsecured,1,FIXED,17/12/2015,17/12/2028,02/12/2014,98.659,98.996,3.9616700889801506,0.3369999999999891,101.5381016403052,0.09972602739726029,101.63782766770247,2.710721640305195,70.87035562950729,0.03126899938480432,3.7835835475751938,18.192128768951775
XS1167667283,VW 1 ⅝ 01/16/30,EUR,94.43419,VOLKSWAGEN INTL FIN NV,"Consumer, Cyclical",2030-01-16,1.625,BBB+,0.042120067,1000000000,N,,Sr Unsecured,1,FIXED,16/01/2016,16/01/2029,16/01/2015,94.228,94.64,4.292950034223135,0.41200000000000614,97.56465245891532,1.1486301369863012,98.71328259590162,3.130462458915318,77.96514537310404,0.026253831009356778,0.9744177997527813,1.898980096950103
XS1171485722,WELLTR 1 ⅛ 01/21/27,EUR,98.538,WELLCOME TRUST LTD/THE,"Consumer, Non-cyclical",2027-01-21,1.125,AAA,0.006445107,400000000,N,,Sr Unsecured,1,FIXED,21/01/2016,21/01/2026,21/01/2015,98.42,98.655,1.3059548254620124,0.23499999999999943,98.98088445517351,0.7797945205479453,99.76067897572146,0.4428844551735125,34.34148273129645,0.024080618050710174,0.9764856226880393,1.9070483426328957
XS1180130939,RABOBK 1 ⅜ 02/03/27,EUR,98.99123,COOPERATIEVE RABOBANK UA,Financial,2027-02-03,1.375,AA-,5.75847e-06,1500000000,N,,Sr Preferred,1,FIXED,03/02/2016,03/02/2026,03/02/2015,98.781,99.201,1.3415468856947297,0.4199999999999875,99.28107253697915,0.9041095890410958,100.18518212602025,0.2898425369791511,21.803298934622106,,,
XS1186176571,HTHROW 1 ½ 02/11/30,EUR,93.655,HEATHROW FUNDING LTD,Industrial,2030-02-11,1.5,BBB+,0.024398591,750000000,Y,2026-02-11,1st lien,1,FIXED,11/02/2016,11/02/2029,11/02/2015,93.517,93.794,0.36413415468856947,0.277000000000001,99.82965337932085,0.9534246575342467,100.78307803685509,6.174653379320844,1735.0930149427547,0.035026704685222676,8.10619583864481,76.49576973010801
XS1193213953,TELIAS 1 ⅝ 02/23/35,EUR,85.71703,TELIA COMPANY AB,Communications,2035-02-23,1.625,BBB+,1.15493e-05,500000000,N,,Sr Unsecured,1,FIXED,23/02/2016,23/02/2034,23/02/2015,85.461,85.974,9.396303901437372,0.5130000000000052,92.32588811727767,0.9794520547945205,93.30534017207219,6.608858117277677,84.92338155156344,0.030289496122457227,0.970600985221675,1.8841325450265725
XS1191877452,ANVAU 1 ½ 02/26/27,EUR,98.516,AUSNET SERVICES HOLDINGS,Utilities,2027-02-26,1.5,BBB+,0.017362557,560000000,N,,Sr Unsecured,1,FIXED,26/02/2016,26/02/2026,26/02/2015,98.457,98.575,1.404517453798768,0.11800000000000921,99.41916817933478,0.8917808219178083,100.31094900125258,0.9031681793347701,65.04020701919919,0.02582706047139686,0.9748231827111984,1.900560475102381
XS1196503137,BKNG 1.8 03/03/27,EUR,99.237,BOOKING HOLDINGS INC,Communications,2027-03-03,1.8,A-,6.00979e-06,1000000000,Y,2026-12-03,Sr Unsecured,1,FIXED,03/03/2016,03/03/2026,03/03/2015,99.146,99.328,1.1718001368925393,0.18200000000000216,99.8591703416996,1.4893150684931509,101.34848541019275,0.6221703416996007,53.32131201011213,0.027770277035288587,0.972980073800738,1.8933804480265795
XS1197270819,MDLZ 1 ⅝ 03/08/27,EUR,98.8791,MONDELEZ INTERNATIONAL,"Consumer, Non-cyclical",2027-03-08,1.625,BBB,6.19362e-06,750000000,Y,2026-12-08,Sr Unsecured,1,FIXED,08/03/2016,08/03/2026,06/03/2015,98.766,98.992,1.1854893908281998,0.2259999999999991,99.65436714048677,1.3222602739726028,100.97662741445937,0.7752671404867755,65.86238131463345,0.03691833180246418,7.866258564965824,73.35564523843621
XS1197273755,MDLZ 2 ⅜ 03/06/35,EUR,90.06995,MONDELEZ INTERNATIONAL,"Consumer, Non-cyclical",2035-03-06,2.375,BBB,6.19362e-06,435377000,Y,2034-12-06,Sr Unsecured,1,FIXED,06/03/2016,06/03/2034,06/03/2015,89.787,90.353,9.180013689253936,0.5659999999999883,98.6140013782198,1.9455479452054794,100.55954932342527,8.544051378219791,108.87292136309549,0.02586076523667897,0.9747911547911549,1.9004355909181463
XS1117298163,MCO 1 ¾ 03/09/27,EUR,99.185,MOODY'S CORPORATION,"Consumer, Non-cyclical",2027-03-09,1.75,BBB+,2.0364e-06,500000000,Y,2026-12-09,Sr Unsecured,1,FIXED,09/03/2016,09/03/2026,09/03/2015,99.082,99.287,1.1882272416153319,0.2050000000000125,99.79893261363607,1.419178082191781,101.21811069582785,0.6139326136360665,51.920637897218334,0.03691764869542141,7.8458183711001155,73.09556184531347
XS1196380031,T 2.45 03/15/35,EUR,90.636,AT&T INC,Communications,2035-03-15,2.45,BBB,0.000147481,1250000000,Y,2034-12-15,Sr Unsecured,1,FIXED,15/03/2016,15/03/2034,09/03/2015,90.357,90.915,9.204654346338124,0.5580000000000069,99.223337282873,1.9465753424657535,101.16991262533875,8.587337282873008,108.76864654979718,0.027932940450332865,0.9728261063040791,1.8927812662135108
XS1197833053,KO 1 ⅛ 03/09/27,EUR,98.37704,COCA-COLA CO/THE,"Consumer, Non-cyclical",2027-03-09,1.125,A+,6.77015e-08,1500000000,Y,2026-12-09,Sr Unsecured,1,FIXED,09/03/2016,09/03/2026,09/03/2015,98.27,98.484,1.1882272416153319,0.21399999999999864,99.07206229987166,0.9123287671232877,99.98439106699495,0.6950222998716669,59.225617530023676,0.03439264558411158,8.113036120089573,76.61216354622826
XS1197833137,KO 1 ⅝ 03/09/35,EUR,86.15892,COCA-COLA CO/THE,"Consumer, Non-cyclical",2035-03-09,1.625,A+,6.77015e-08,1500000000,Y,2034-12-09,Sr Unsecured,1,FIXED,09/03/2016,09/03/2034,09/03/2015,85.921,86.397,9.188227241615332,0.4759999999999991,92.48357933241049,1.3178082191780822,93.80138755158856,6.324659332410491,82.67762929811802,0.02871056102262368,0.9720907297830373,1.8899207738602362
XS1202213291,PPG 1.4 03/13/27,EUR,98.57,PPG INDUSTRIES INC,Basic Materials,2027-03-13,1.4,BBB+,0.000106428,600000000,Y,2026-12-13,Sr Unsecured,1,FIXED,13/03/2016,13/03/2026,13/03/2015,98.455,98.685,1.1991786447638604,0.23000000000000398,99.3862814129702,1.1199999999999999,100.50628141297021,0.8162814129702127,68.75482375667956,0.025500359237397373,0.9751337393422655,1.9017716192072587
XS1204154410,ACAFP 2 ⅝ 03/17/27,EUR,100.0731,CREDIT AGRICOLE SA,Financial,2027-03-17,2.625,BBB+,0.000125365,2000000000,N,,Subordinated,1,FIXED,17/03/2016,17/03/2026,17/03/2015,99.977,100.169,1.4565366187542779,0.19199999999999307,100.99706105733034,1.423972602739726,102.42103366007007,0.9239610573303452,63.28078433909014,0.02955885560106828,3.7766799969267297,18.167339170931516
XS1206411230,CCEP 1 ⅞ 03/18/30,EUR,95.978,COCA-COLA EUROPACIFIC,"Consumer, Non-cyclical",2030-03-18,1.875,BBB+,5.8577e-06,500000000,Y,2029-12-18,Sr Unsecured,1,FIXED,18/03/2016,18/03/2029,18/03/2015,95.816,96.139,4.213552361396304,0.3229999999999933,98.63361427101836,1.4743150684931507,100.10792933951151,2.655614271018365,66.68714951435246,0.027707808564231776,0.9730392156862745,1.8936106305267204
XS1205616698,APAAU 2 03/22/27,EUR,99.25,APA INFRASTRUCTURE LTD,Utilities,2027-03-22,2.0,BBB,0.025590344,650000000,N,,Sr Unsecured,1,FIXED,22/03/2016,22/03/2026,20/03/2015,99.204,99.296,1.4702258726899384,0.09200000000001296,100.10975935975256,1.0575342465753426,101.1672936063279,0.8597593597525588,58.79572221843988,0.033883137190928156,3.7734741813296426,18.09688603433523
XS1205548164,WPPLN 1 ⅝ 03/23/30,EUR,93.506,WPP FINANCE DEUTSCHLAND,Communications,2030-03-23,1.625,BBB,0.006265143,600000000,N,,Sr Unsecured,1,FIXED,23/03/2016,23/03/2029,23/03/2015,93.283,93.73,4.473648186173854,0.44700000000000273,97.4046554854649,0.8547945205479451,98.25945000601284,3.8986554854649,93.8520614378497,0.025243079754429347,1.9353529171829515,5.64807985032325
BE6277215545,AGSBB 3 ½ 06/30/47,EUR,101.548,AG INSURANCE SA/NV,Financial,2047-06-30,3.5,A-,4.2946e-07,400000000,Y,2027-06-30,Subordinated,1,VARIABLE,30/06/2016,30/06/2046,31/03/2015,101.331,101.764,1.7440109514031485,0.4329999999999927,102.65629099818432,0.8917808219178084,103.54807182010212,1.1082909981843159,62.86338130895929,0.03213613610514377,3.7940765721525453,18.24969234272119
FR0012663169,VIEFP 1.59 01/10/28,EUR,98.19983,VEOLIA ENVIRONNEMENT SA,Utilities,2028-01-10,1.59,BBB,0.000200524,500000000,Y,2027-10-10,Sr Unsecured,1,FIXED,10/01/2016,10/01/2027,09/04/2015,98.071,98.329,2.023271731690623,0.25799999999999557,99.29750062373027,1.5507945205479452,100.84829514427821,1.0976706237302665,55.3437570454537,0.030128715092915433,0.9707524752475248,1.8847207363983929
XS1218363270,URWFP 1 ⅜ 04/15/30,EUR,93.20046,UNIBAIL-RODAMCO-WESTFLD,Financial,2030-04-15,1.375,NR,0.008889247,655000000,N,,Sr Unsecured,1,FIXED,15/04/2016,15/04/2029,15/04/2015,93.018,93.383,4.5366187542778915,0.3649999999999949,96.27921677144273,0.6366438356164383,96.91586060705917,3.078756771442727,73.36124535397353,0.029161050218800562,0.9716652216748768,1.888266606024975
DE000A1ZZ028,BMW 1 04/20/27,EUR,98.046,BMW US CAPITAL LLC,"Consumer, Cyclical",2027-04-20,1.0,A,0.042905272,500000000,N,,Sr Unsecured,1,FIXED,20/04/2016,20/04/2026,20/04/2015,97.949,98.143,1.5496235455167693,0.19400000000000261,98.60083974977526,0.44931506849315067,99.05015481826841,0.5548397497752546,36.46026264529062,0.035428386123035886,8.06344782253023,75.93235087364187
XS1223837250,GIS 1 ½ 04/27/27,EUR,98.62402,GENERAL MILLS INC,"Consumer, Non-cyclical",2027-04-27,1.5,BBB,7.8248e-05,400000000,Y,2027-01-27,Sr Unsecured,1,FIXED,27/04/2016,27/04/2026,27/04/2015,98.538,98.71,1.322381930184805,0.17199999999999704,99.45276164118236,1.015068493150685,100.46783013433304,0.8287416411823614,63.306366415185344,0.03139836455839561,3.7762633153730136,18.143436523310147
XS1226748512,BMY 1 ¾ 05/15/35,EUR,86.38754,BRISTOL-MYERS SQUIBB CO,"Consumer, Non-cyclical",2035-05-15,1.75,A,0.000339308,575000000,Y,2035-02-15,Sr Unsecured,1,FIXED,15/05/2016,15/05/2034,05/05/2015,86.009,86.766,9.374401095140314,0.757000000000005,93.38188787289637,1.093150684931507,94.47503855782787,6.99434787289637,89.65215189635924,0.029269112097553587,3.764531913591296,18.09218670412893
XS1234373733,MMM 1 ¾ 05/15/30,EUR,94.85107,3M COMPANY,Industrial,2030-05-15,1.75,BBB+,1.50941e-05,500000000,N,,Sr Unsecured,1,FIXED,15/05/2016,15/05/2029,20/05/2015,94.701,95.001,4.618754277891855,0.30000000000001137,97.82193556675355,0.6664383561643836,98.48837392291793,2.9708655667535453,68.85977465131984,0.026350846463655958,0.9743256932515337,1.8986211130601636
XS1234953906,ITW 2 ⅛ 05/22/30,EUR,97.014,ILLINOIS TOOL WORKS INC,Industrial,2030-05-22,2.125,A+,1.13905e-06,500000000,Y,2030-02-22,Sr Unsecured,1,FIXED,22/05/2016,22/05/2029,22/05/2015,96.87,97.158,4.394250513347022,0.2879999999999967,99.5514962879857,1.2866438356164382,100.83814012360214,2.5374962879857037,60.82207251991781,0.027736253080683632,0.9730122850122849,1.8935058135696556
XS1237271421,MCD 1 ⅞ 05/26/27,EUR,99.25943,MCDONALD'S CORP,"Consumer, Cyclical",2027-05-26,1.875,BBB+,4.53177e-07,600000000,N,,Sr Unsecured,1,FIXED,26/05/2016,26/05/2026,26/05/2015,99.155,99.364,1.648186173853525,0.20900000000000318,99.90949907095036,0.6575342465753424,100.5670333175257,0.6500690709503658,39.764264390727035,0.02555971651767743,0.9750773006134968,1.901551484343407
